group_id,decision,canonical_name,note
bulb_fennel__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulb_green_includes_onion_or_scallion_spring_tops__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulb_includes_onions_or_scallions_spring_tops__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulb_leaf_leeks_lower_portion__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulb_leaf_leeks_lower_portion__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulb_peeled_removed_root_shallots__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulgur__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulgur__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bulk_link_or_patty_pork_sausage_turkey__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bull_drink_drink_energy_red_soft__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bullhead_catfish_channel_farmed_fish__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bumpers_butter_cereal_cereals_eat_mother_peanut_quaker_ready_s_to__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bun_burger_complet_dog_emball_hot_ou_pain_pour_pr__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bun_burgers_cheeseburger_condiments_double_fast_foods_patty_regular_sandwiches__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bun_condiments_decker_double_fast_foods_hamburger_patty_regular_sauce_single_special__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bun_fruit_iced_sweet__dried,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bunches_bunches_cereals_cinnamon_eat_honey_oats_post_ready_to__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bunches_cereal_eat_honey_honey_oats_post_ready_to__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
buns_doughnuts_enriched_glazed_honey_includes_leavened_yeast__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burbot__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burdock_root__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burger_cheese_croissan_egg_king_sausage_wich__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burger_cheese_double_king_whopper__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burger_cheeseburger_double_king__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burgers_cheese_fast_fish_foods_sandwich_sandwiches_sauce_tartar__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burgers_cheeseburger_condiments_double_fast_foods_large_mayonnaise_patty_sandwiches_vegetables__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burgers_cheeseburger_fast_foods_patty_plain_regular_sandwiches_single__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burgers_chicken_crispy_fast_fillet_foods_lettuce_mayonnaise_sandwich_sandwiches_tomato__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burgers_chicken_fast_foods_lettuce_sandwich_sandwiches_spread_tomato__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burgers_condiments_fast_foods_hamburger_large_mayonnaise_patty_sandwiches_single_vegetables__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
burgers_oil_tempeh_vegetable__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bushnuts_macadamia_nuts_oil_queensland__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
bushnuts_macadamia_nuts_queensland__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butt_fat_lean_leg_pork_portion__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butt_fat_lean_leg_pork_portion__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_butter_clarified_ghee__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cake_cake_commercial_iced_plain__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cake_chocolate_homemade_icing__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cake_homemade_icing_sponge__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_calorie_like_margarine_oil_reduced_salt_spread_tub_vegetable__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_candies_candies_chocolate_m_m_mars_peanut_s_snackfood_us__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_candies_fudge_homemade_peanut__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_caramel_chocolate_commercial_cookie_covered_filling__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cashew_nuts_plain__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cheese_cracker_filling_peanut_sandwich__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chemically_coat_from_kernels_non_removed_seed_seeds_sesame_tahini_unroasted__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chick_curry_ghee_gujerati_homemade_pea_tomato_whole__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chicken_dish_entree_fat_frozen_heated_indian_reduced_rice__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chip_chocolate_chunk_commercial_cookie_made_or__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chocolate_chunk_commercial_cookie_peanut__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chocolate_cookie_filling_icing_or_or_sugar__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chocolate_creamy_dry_frosting_icing_mix_prepared__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chunk_fat_peanut_salt_sugar_type__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_chunk_peanut_salt_style__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cocoa__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_commercial_cookie_fudge_shortbread_striped__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_commercially_cookies_enriched_prepared__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_commercially_cookies_free_peanut_prepared_sugar__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cookies_peanut_regular_sandwich__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_courgette__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_cracker_filling_peanut_sandwich_snack_standard_type_wheat__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_crackers_filling_grain_peanut_sandwich_type_whole__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_creamy_dry_frosting_icing_mix_prepared_vanilla_white__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_crunchy_or_peanut_salt_smooth_sugar__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_curry_dahl_homemade_lentil_masoor_red__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_distribution_food_foods_for_includes_peanut_program_s_salt_smooth_style_usda__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_distribution_food_foods_for_includes_program_s_salt_seed_seeds_sunflower_usda__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_fat_peanut_salt_smooth_sugar_type__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_flakes_from_mashed_milk_milk_potatoes_prepared_whole__dried,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_from_paste_seed_seeds_sesame_whole__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_home_mashed_milk_potatoes_prepared_whole__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_homemade_maple_pancake_plain_syrup__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_light_salt_stick__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_mushrooms_white__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butter_plain_reduced_salt__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butterbur_fuki__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butterbur_salt__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
buttermilk_calorie_cholesterol_cream_creamy_dressing_free_made_oil_or_reduced_salad_sour__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
buttermilk_complete_dry_includes_mix_pancake_plain_prepared__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
buttermilk_complete_dry_includes_mix_pancakes_plain__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
buttermilk_frozen_heat_includes_microwave_pancake_plain_ready_to__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
buttermilk_frozen_heat_ready_to_toasted_waffle__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butternut_frozen_salt_squash_winter__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butternut_squash__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
butterscotch_candies__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
by_candies_chocolate_fudge_marshmallow_nuts_prepared_recipe__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
by_cha_chile_hot_pete_sauce_sriracha_texas__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
by_chitterlings_meats_pork_products_variety__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
by_chitterlings_meats_pork_products_variety__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_canned_drink_grape_juice_vitamin__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_canned_drink_grapefruit_juice_pineapple_vitamin__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_carotte_de_e_emball_et_leri_moulade_pr_r_salade__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_cocktail_concentrate_cranberry_frozen_juice_vitamin__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_concentrate_drink_frozen_orange_pulp_vitamin__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_drink_flavour_lemonade_powder_vitamin__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_drink_flavour_orange_powder_vitamin__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
c_fruit_leather_pieces_snacks_vitamin__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
ca_english_enriched_includes_muffins_plain_prop_sourdough__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_cabbage_convulvolus_salt_skunk_swamp__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_canned_red__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_chinese__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_chinese__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_coleslaw_dressing_homemade_salad__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_common_danish_domestic_freshly_harvest_pointed_types__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_danish_red__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_destemmed_leaf_napa__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_green__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_red_salt__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_salt_savoy__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_savoy__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_white__cooked,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabbage_white__raw,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cabillaud_cru__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
caesar_chicken_homemade_salad__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
caesar_dressing_dressing_regular_salad__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
caf_chicor_e_et_poudre_soluble__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
caffeine_carbonated_drinks_lemon_lime_soda__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
caille_crues_et_peau_viande__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cake_cake_chocolate_coffee_cream_filled_frosting_icing__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cake_cake_chocolate_plain__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cake_cake_cinnamon_coffee_crumb_dry_mix_prepared_topping__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cake_cakes_chocolate_creme_fat_fiber_filled_frosting_low_snack__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
cake_carrot_homemade_iced__unspecified,merge,,"default: cross-source nutrient spread outside tolerance; aggregate_group.sanity_ok + MIN_SOURCES_PER_NUTRIENT=2 already bound the output, single-source-only groups silently drop rather than corrupt"
